dt,feedback_text_en
2019-03-27,The articles have long been received by xxx and have not yet credited to my account - the colleague on Thursday has assured me that the credits come in the course of the day and I receive an e-mail. I always buy a lot from xxx but that&#39;s not a nice way to deal with customers
2019-03-17,"Dear xxx-Team, I have the o. Listed article already on 08.03. returned to mango. Since there were two packages, I also have two tracking numbers: xxx I think this is the second one, since it only arrived yesterday at the receiver. Unfortunately, there are no exact details in the DHL shipment tracking. Please give me some feedback if my account is balanced now. Many thanks and best regards xxx"
2019-04-09,"I find it very outrageous that I get a payment reminder, although I have transferred the amount with the other order and it is returned to me without comment. This order number was not visible on the order form !!!! Likewise, I get 3 days, and the 3 days are the weekend, I have the amount of € 27.95 just transferred via online banking. Hope he will arrive until Monday, because xxxxx Bank works on the weekend! Therefore I ask for consideration. Greetings xxx"
2019-03-17,"Dear Ladies and Gentlemen, the order is not complete. The shipping via xxx, article xxx, shows no processing progress! When can a delivery be expected? I ask for a timely answer! With best regards, xxx"
2019-04-18,"Dear Ladies and Gentlemen, We need an invoice with selected. VAT Please submit by email. Invoice recipient: Awiwa GmbH, xxx. 13, xxx. Email: xxx Our St ID: xxx xxxxThank you in advance Best regards Awiwa GmbH"
2019-03-17,I need return documents
2019-03-21,I have also sent the article back but not as sent back I have to pay anyway?
2019-04-05,"Hello dear xxx, I have sent some pants back, but I do not know how much I have to pay exactly now. I just kept a pair of pants."
2019-04-11,"Dear ladies and gentlemen, although 2 of the 3 dresses are marked as canceled when ordering and were not delivered (which is why I ordered an order later 2) I am shown in your email that I should pay the full amount of the invoice so the 3 dresses ( 2 not available) pus the 2 ordered dresses. I have already transferred 60 euros. I ask for quick clarification of this issue. I am on vacation for a week from Friday and not available. Sincerely, xxx"
2019-03-20,Article was not in the package
2019-03-27,"Dear Ladies and Gentlemen, Unfortunately, the article has deformed after washing according to the temperature specified in the product so that the fit has changed. So I could not wear the item so I want to send it back. Could you please send me a return label? Thanks in advance, best regards, xxx"
2019-04-30,Many options. Good price
2019-04-26,"It&#39;s an insolence to advertise, to provide many payment options and then there is exactly one! , And the support can be saved even if the only answers &quot;because we can not do anything&quot;. , Every minishop manages to do this better and is embarrassed for such a giant!"
2019-03-27,"Good day, the article with the number xxx has been received very heavily during washing, so that it no longer fits. Is it possible to complain later? For comparable articles of this brand I was and am not used to that. Sincerely, xxx"
2019-03-27,"xxx I have returned the article xxxxxxxxx-B11 when ordering (xxx) and still it seems as if not returned, although the return of the other items that I have sent back from this order has already been confirmed. The article xxxxxxxxx-B11 was returned by me in the same package as the other articles from this order. I ask for verification of my return and reduction of the outstanding invoice amount! Best regards xxx"
2019-04-15,"Dear xxx-Team, Yesterday I received an e-mail from you, that one more invoice is open. When I looked at it today, I found that it is an article of your partner xxx. From this delivery I kept an article, the rest of the articles, exactly the amount that is still open, was sent back to xxx by me. I have never received a confirmation email that the goods have come back. I will not pay this amount, because the goods are no longer with me, but since the end of March at xxx! Sincerely, xxx"
2019-03-31,"Dear Ladies and Gentlemen, On 23.11.xxxx I made a Morotai order via xxx. Among other things, a performance sweatpants, which already after two months strong exfoliation on the thighs. Furthermore, now both zippers are broken. I can also send pictures. I am totally disappointed with the quality. That can not really happen, after such a short time. Best regards xxx"
2019-03-17,"Good day On 2.02.xxxx I have returned 2 pairs of sneakers from Skechers. However, according to your confirmation from xxx only 1 pair was credited. Now I have received a first reminder. Can you please check this. Best regards xxx"
2019-04-10,"Dear Sir or Madam, An error has been made in processing the items I returned from the order. I have kept articles xxx and returned the other two articles (xxxxxxxxx-C11 and xxx). Now I was mistakenly notified by xxx that the item I kept was sent back and credited accordingly. For the other two articles that I actually sent back, I was issued an invoice. Could you please check the returns and send me a new, correct invoice? Sincerely, xxx"
2019-03-27,The return of the articles xxx Only Shoes and xxxx Vila coat from 18.03.xxxx I was not refunded. Please check.
2019-03-07,"Reminder from 13.03.19 Dear ladies and gentlemen, on 6.03.xxxx I have xxxx35 € for account xxx € and invoice xxxxxxxxxxxxxx - 93.95 € transferred to xxx. On 08.03.19 I received a confirmation of payment for xxxx35 € from xxx. Please book 62,40 € as payment for the invoice xxxxxxxxxxxxxx. Greeting xxx"
2019-03-17,"I have returned the above. However, this article was not included in the return credit. I ask for correction"
